id,url,subject,description,Category,,,,,,
openstack%2Fkolla~master~I759fb8fc050973460c9c69bb500de68e88a68b3b,https://review.opendev.org/222893,Significant refactor of base image,"Significant refactor of base image  This refactor organizes the code as follows:  If RPM family:     execute YUM repo setup     if binary         install binary tools     if source         install source tools  IF yum family:    install source tools  I have tested building and everything seems fairly solid except possilby RHOS.  The long term goal of this patch is to allow us to add our own repos in the ""execute YUM repo setup"" section of the base file based upon OpenStack Infrastructure YUM repos.  Change-Id: I759fb8fc050973460c9c69bb500de68e88a68b3b",objective,,,,,,
openstack%2Fbifrost~master~I72a5b329d3c55350644a777b5a77d61947c921bc,https://review.opendev.org/193742,Refactor ironic-install playbook to support CentOS & RHEL,Refactor ironic-install playbook to support CentOS & RHEL  Refactor the ironic-install role so that it can be used on Centos. Also add a new template for systemd configuration so we can install and run the ironic services.  Document the additional steps that RHEL and CentOS users will need to take to get bifrost up and running.  Install gcc in env-setup.sh as it is needed to install pip and we can't take it for granted.  Temporarily remove amttool from RedHat family dependencies since it's not currently packaged for RHEL or CentOS 7. We'll handle this in a separate patch.  Change libxslt-dev to libxslt1-dev as it is the correct name for the package.  Change-Id: I72a5b329d3c55350644a777b5a77d61947c921bc,integration,,,,,,
openstack%2Fbifrost~master~I72a5b329d3c55350644a777b5a77d61947c921bc,https://review.opendev.org/193742,Refactor ironic-install playbook to support CentOS & RHEL,Refactor ironic-install playbook to support CentOS & RHEL  Refactor the ironic-install role so that it can be used on Centos. Also add a new template for systemd configuration so we can install and run the ironic services.  Document the additional steps that RHEL and CentOS users will need to take to get bifrost up and running.  Install gcc in env-setup.sh as it is needed to install pip and we can't take it for granted.  Temporarily remove amttool from RedHat family dependencies since it's not currently packaged for RHEL or CentOS 7. We'll handle this in a separate patch.  Change libxslt-dev to libxslt1-dev as it is the correct name for the package.  Change-Id: I72a5b329d3c55350644a777b5a77d61947c921bc,quality,,,,,,
openstack%2Fbifrost~master~I72a5b329d3c55350644a777b5a77d61947c921bc,https://review.opendev.org/193742,Refactor ironic-install playbook to support CentOS & RHEL,Refactor ironic-install playbook to support CentOS & RHEL  Refactor the ironic-install role so that it can be used on Centos. Also add a new template for systemd configuration so we can install and run the ironic services.  Document the additional steps that RHEL and CentOS users will need to take to get bifrost up and running.  Install gcc in env-setup.sh as it is needed to install pip and we can't take it for granted.  Temporarily remove amttool from RedHat family dependencies since it's not currently packaged for RHEL or CentOS 7. We'll handle this in a separate patch.  Change libxslt-dev to libxslt1-dev as it is the correct name for the package.  Change-Id: I72a5b329d3c55350644a777b5a77d61947c921bc,quality,,,,,,
openstack%2Fbifrost~master~I72a5b329d3c55350644a777b5a77d61947c921bc,https://review.opendev.org/193742,Refactor ironic-install playbook to support CentOS & RHEL,Refactor ironic-install playbook to support CentOS & RHEL  Refactor the ironic-install role so that it can be used on Centos. Also add a new template for systemd configuration so we can install and run the ironic services.  Document the additional steps that RHEL and CentOS users will need to take to get bifrost up and running.  Install gcc in env-setup.sh as it is needed to install pip and we can't take it for granted.  Temporarily remove amttool from RedHat family dependencies since it's not currently packaged for RHEL or CentOS 7. We'll handle this in a separate patch.  Change libxslt-dev to libxslt1-dev as it is the correct name for the package.  Change-Id: I72a5b329d3c55350644a777b5a77d61947c921bc,objective,,,,,,
openstack%2Fpython-solumclient~master~I530a965dc5d5bad080c49b5cf0d38f3f7aee201a,https://review.opendev.org/171394,Refactored github tools to prefer token-based auth,"Refactored github tools to prefer token-based auth  The github workflow still asks for username, password, and 2FA token if need be, but creates a repo token and uses that for further exchanges to save on user input fatigue.  Change-Id: I530a965dc5d5bad080c49b5cf0d38f3f7aee201a",integration,,,,,,
openstack%2Fpython-solumclient~master~I530a965dc5d5bad080c49b5cf0d38f3f7aee201a,https://review.opendev.org/171394,Refactored github tools to prefer token-based auth,"Refactored github tools to prefer token-based auth  The github workflow still asks for username, password, and 2FA token if need be, but creates a repo token and uses that for further exchanges to save on user input fatigue.  Change-Id: I530a965dc5d5bad080c49b5cf0d38f3f7aee201a",objective,,,,,,
openstack%2Foslo-incubator~master~I3852a89d246bc368697982667af9d6894b29d5a3,https://review.opendev.org/147680,Refactor oslo.conf handling for tool scripts,Refactor oslo.conf handling for tool scripts  Move the oslo.conf handling for tool scripts to a module that can be reused.  Change-Id: I3852a89d246bc368697982667af9d6894b29d5a3,integration,,,,,,
openstack%2Foslo-incubator~master~I3852a89d246bc368697982667af9d6894b29d5a3,https://review.opendev.org/147680,Refactor oslo.conf handling for tool scripts,Refactor oslo.conf handling for tool scripts  Move the oslo.conf handling for tool scripts to a module that can be reused.  Change-Id: I3852a89d246bc368697982667af9d6894b29d5a3,quality,,,,,,
openstack%2Foslo-incubator~master~I3852a89d246bc368697982667af9d6894b29d5a3,https://review.opendev.org/147680,Refactor oslo.conf handling for tool scripts,Refactor oslo.conf handling for tool scripts  Move the oslo.conf handling for tool scripts to a module that can be reused.  Change-Id: I3852a89d246bc368697982667af9d6894b29d5a3,objective,,,,,,
openstack%2Fhorizon~master~Ie13f0a804968d548b3c13b0d87daa745dd2ad040,https://review.opendev.org/723210,Refactor tools/unit_tests.sh,"Refactor tools/unit_tests.sh  unit_tests.sh has a lot of duplicated statements. This commits introduces run_test function to clarify the differences.  selenium_tests.sh is also updated to clarify which positional arguments are used. Direct usage of $1, $2 is not easy to understand.  Change-Id: Ie13f0a804968d548b3c13b0d87daa745dd2ad040",quality,,,,,,
openstack%2Fhorizon~master~Ie13f0a804968d548b3c13b0d87daa745dd2ad040,https://review.opendev.org/723210,Refactor tools/unit_tests.sh,"Refactor tools/unit_tests.sh  unit_tests.sh has a lot of duplicated statements. This commits introduces run_test function to clarify the differences.  selenium_tests.sh is also updated to clarify which positional arguments are used. Direct usage of $1, $2 is not easy to understand.  Change-Id: Ie13f0a804968d548b3c13b0d87daa745dd2ad040",testing,,,,,,
openstack%2Fhorizon~master~Ie13f0a804968d548b3c13b0d87daa745dd2ad040,https://review.opendev.org/723210,Refactor tools/unit_tests.sh,"Refactor tools/unit_tests.sh  unit_tests.sh has a lot of duplicated statements. This commits introduces run_test function to clarify the differences.  selenium_tests.sh is also updated to clarify which positional arguments are used. Direct usage of $1, $2 is not easy to understand.  Change-Id: Ie13f0a804968d548b3c13b0d87daa745dd2ad040",objective,,,,,,
openstack%2Frally~master~I4b822f954059f604cf5248550df1e20ef94a8d64,https://review.opendev.org/76592,Refactor the decorator which sets a default deploy_id,"Refactor the decorator which sets a default deploy_id  * The decorator is now more generic and is able to manage any default id. If you need to add a new default id, you have to add a _default_{name_id}_id function that will set your default id, you will have to fill the id_func_mapping dict (e.g id_func_mapping = {'deploy_id': _default_deploy_id} * And finally if you want to use it, simply specify your name_id in parameter of the decorator (e.g @default_id('deploy_id'))  * Replaced decorator.decorator by functools.wraps since we do not have method signature issues with the new implementation of the decorator @default_id. * Removed python-decorator dependency in requirements since we do not use this dependency somewhere else.  Change-Id: I4b822f954059f604cf5248550df1e20ef94a8d64",quality,,,,,,
openstack%2Frally~master~I4b822f954059f604cf5248550df1e20ef94a8d64,https://review.opendev.org/76592,Refactor the decorator which sets a default deploy_id,"Refactor the decorator which sets a default deploy_id  * The decorator is now more generic and is able to manage any default id. If you need to add a new default id, you have to add a _default_{name_id}_id function that will set your default id, you will have to fill the id_func_mapping dict (e.g id_func_mapping = {'deploy_id': _default_deploy_id} * And finally if you want to use it, simply specify your name_id in parameter of the decorator (e.g @default_id('deploy_id'))  * Replaced decorator.decorator by functools.wraps since we do not have method signature issues with the new implementation of the decorator @default_id. * Removed python-decorator dependency in requirements since we do not use this dependency somewhere else.  Change-Id: I4b822f954059f604cf5248550df1e20ef94a8d64",objective,,,,,,
vexxhost%2Fopenstack-operator~master~I23437d65f8761dbea1f4ffed31ed87ff73ec9142,https://review.opendev.org/719310,refactor: change images and zuul,"refactor: change images and zuul  We no longer use underscores in image names, we instead use dashes because that is a sane pattern.  We also create a tool which updates zuul jobs automatically based on the images and builds each image in it's own job (only if necessary when we have Dockerfile changes).  Change-Id: I23437d65f8761dbea1f4ffed31ed87ff73ec9142",integration,,,,,,
vexxhost%2Fopenstack-operator~master~I23437d65f8761dbea1f4ffed31ed87ff73ec9142,https://review.opendev.org/719310,refactor: change images and zuul,"refactor: change images and zuul  We no longer use underscores in image names, we instead use dashes because that is a sane pattern.  We also create a tool which updates zuul jobs automatically based on the images and builds each image in it's own job (only if necessary when we have Dockerfile changes).  Change-Id: I23437d65f8761dbea1f4ffed31ed87ff73ec9142",objective,,,,,,
openstack%2Ftrove~master~I06f7fcdbcfbeec03dea6c06e83b86797db481489,https://review.opendev.org/18352,"- switch to testtools - remove pep8 warnings - more unit tests for dbaas.py, covers create_user, enable_root - refactoring","- switch to testtools - remove pep8 warnings - more unit tests for dbaas.py, covers create_user, enable_root - refactoring  Bug # 1090139 Blueprint https://blueprints.launchpad.net/reddwarf/+spec/guestagent-unit-test-coverage  Change-Id: I06f7fcdbcfbeec03dea6c06e83b86797db481489",testing,,,,,,
openstack%2Ftrove~master~I06f7fcdbcfbeec03dea6c06e83b86797db481489,https://review.opendev.org/18352,"- switch to testtools - remove pep8 warnings - more unit tests for dbaas.py, covers create_user, enable_root - refactoring","- switch to testtools - remove pep8 warnings - more unit tests for dbaas.py, covers create_user, enable_root - refactoring  Bug # 1090139 Blueprint https://blueprints.launchpad.net/reddwarf/+spec/guestagent-unit-test-coverage  Change-Id: I06f7fcdbcfbeec03dea6c06e83b86797db481489",integration,,,,,,
openstack%2Ftrove~master~I06f7fcdbcfbeec03dea6c06e83b86797db481489,https://review.opendev.org/18352,"- switch to testtools - remove pep8 warnings - more unit tests for dbaas.py, covers create_user, enable_root - refactoring","- switch to testtools - remove pep8 warnings - more unit tests for dbaas.py, covers create_user, enable_root - refactoring  Bug # 1090139 Blueprint https://blueprints.launchpad.net/reddwarf/+spec/guestagent-unit-test-coverage  Change-Id: I06f7fcdbcfbeec03dea6c06e83b86797db481489",objective,,,,,,
openstack%2Ftripleo-heat-templates~stable%2Ftrain~I5551af42bc87fb8489edbfbd2abadba3dca30b0b,https://review.opendev.org/782747,Refactor OVNMacAddressNetwork,Refactor OVNMacAddressNetwork  Move the OVNMacAddressNetwork resource out of the Networks resource. This is a special network that we want to create internally.  Having this network nested in the Networks resource interfer with the work related to creating composable networks with non-heat tooling.  Change-Id: I5551af42bc87fb8489edbfbd2abadba3dca30b0b (cherry picked from commit 6362a0205f17d30d7a5048b38770d5ef920a3259) (cherry picked from commit 98222bf0b48aba8a4bfd2a4d3fc8066d4898566e),integration,,,,,,
openstack%2Ftripleo-heat-templates~stable%2Ftrain~I5551af42bc87fb8489edbfbd2abadba3dca30b0b,https://review.opendev.org/782747,Refactor OVNMacAddressNetwork,Refactor OVNMacAddressNetwork  Move the OVNMacAddressNetwork resource out of the Networks resource. This is a special network that we want to create internally.  Having this network nested in the Networks resource interfer with the work related to creating composable networks with non-heat tooling.  Change-Id: I5551af42bc87fb8489edbfbd2abadba3dca30b0b (cherry picked from commit 6362a0205f17d30d7a5048b38770d5ef920a3259) (cherry picked from commit 98222bf0b48aba8a4bfd2a4d3fc8066d4898566e),objective,,,,,,
openstack%2Ftripleo-heat-templates~stable%2Fussuri~I5551af42bc87fb8489edbfbd2abadba3dca30b0b,https://review.opendev.org/768064,Refactor OVNMacAddressNetwork,Refactor OVNMacAddressNetwork  Move the OVNMacAddressNetwork resource out of the Networks resource. This is a special network that we want to create internally.  Having this network nested in the Networks resource interfer with the work related to creating composable networks with non-heat tooling.  Change-Id: I5551af42bc87fb8489edbfbd2abadba3dca30b0b (cherry picked from commit 6362a0205f17d30d7a5048b38770d5ef920a3259),integration,,,,,,
openstack%2Ftripleo-heat-templates~stable%2Fussuri~I5551af42bc87fb8489edbfbd2abadba3dca30b0b,https://review.opendev.org/768064,Refactor OVNMacAddressNetwork,Refactor OVNMacAddressNetwork  Move the OVNMacAddressNetwork resource out of the Networks resource. This is a special network that we want to create internally.  Having this network nested in the Networks resource interfer with the work related to creating composable networks with non-heat tooling.  Change-Id: I5551af42bc87fb8489edbfbd2abadba3dca30b0b (cherry picked from commit 6362a0205f17d30d7a5048b38770d5ef920a3259),objective,,,,,,
openstack%2Fheat~stable%2Fkilo~Idec60343b2b859b466514400de9bb1ce22879d96,https://review.opendev.org/225526,refactoring update_task,"refactoring update_task  Function update_task will be too complex if we add another exception inside, but this is required by bug 1475057. Require small refactoring.  Conflicts:         heat/engine/stack.py         heat/tests/test_stack.py  Change-Id: Idec60343b2b859b466514400de9bb1ce22879d96 Partial-Bug: #1475057 (cherry picked from commit 9c65cd14bb78b5611ce07f823a4f0bd09355261a)",quality,,,,,,
openstack%2Fheat~stable%2Fkilo~Idec60343b2b859b466514400de9bb1ce22879d96,https://review.opendev.org/225526,refactoring update_task,"refactoring update_task  Function update_task will be too complex if we add another exception inside, but this is required by bug 1475057. Require small refactoring.  Conflicts:         heat/engine/stack.py         heat/tests/test_stack.py  Change-Id: Idec60343b2b859b466514400de9bb1ce22879d96 Partial-Bug: #1475057 (cherry picked from commit 9c65cd14bb78b5611ce07f823a4f0bd09355261a)",objective,,,,,,
openstack%2Ftempest~master~I5711edfd563d55a86238291edc127c0a062dbbf3,https://review.opendev.org/82709,Refactors cleanup resource for scenario,Refactors cleanup resource for scenario  Eliminate duplicate code with some refactor using _status_timeout to wait for resource deletion. Also removes a hardcoded 10 seconds timeout using CONF.compute.build_interval instead. This fixes the bug mentioned bellow.  Fixes bug #1276781  Change-Id: I5711edfd563d55a86238291edc127c0a062dbbf3,quality,,,,,,
openstack%2Ftempest~master~I5711edfd563d55a86238291edc127c0a062dbbf3,https://review.opendev.org/82709,Refactors cleanup resource for scenario,Refactors cleanup resource for scenario  Eliminate duplicate code with some refactor using _status_timeout to wait for resource deletion. Also removes a hardcoded 10 seconds timeout using CONF.compute.build_interval instead. This fixes the bug mentioned bellow.  Fixes bug #1276781  Change-Id: I5711edfd563d55a86238291edc127c0a062dbbf3,objective,,,,,,
openstack%2Fswift~master~I90178372de11ed3da60b51c4a7db16b007b883b9,https://review.opendev.org/77812,refactor proxy and close connections,"refactor proxy and close connections  The last time someone went after the close backend connections on PUT bug a refactoring of that method came up as something we should do.  And I've often given Swift's proxy.controller.obj.PUT as an example of a fairly complex method.  So I think this is better, but mostly just cause it started out so unruly. This may be able to improve (significantly?!) further, but I'll probably need to step away from it for a bit to come back and see if I've done anything really ugly - or you could just point it out to me (or just push over the change).  Also, close backend connections to object servers when we're done with them - always.  Fixes lp bug #667956  Change-Id: I90178372de11ed3da60b51c4a7db16b007b883b9",quality,,,,,,
openstack%2Fswift~master~I90178372de11ed3da60b51c4a7db16b007b883b9,https://review.opendev.org/77812,refactor proxy and close connections,"refactor proxy and close connections  The last time someone went after the close backend connections on PUT bug a refactoring of that method came up as something we should do.  And I've often given Swift's proxy.controller.obj.PUT as an example of a fairly complex method.  So I think this is better, but mostly just cause it started out so unruly. This may be able to improve (significantly?!) further, but I'll probably need to step away from it for a bit to come back and see if I've done anything really ugly - or you could just point it out to me (or just push over the change).  Also, close backend connections to object servers when we're done with them - always.  Fixes lp bug #667956  Change-Id: I90178372de11ed3da60b51c4a7db16b007b883b9",objective,,,,,,
openstack%2Fswift~master~I90178372de11ed3da60b51c4a7db16b007b883b9,https://review.opendev.org/77812,refactor proxy and close connections,"refactor proxy and close connections  The last time someone went after the close backend connections on PUT bug a refactoring of that method came up as something we should do.  And I've often given Swift's proxy.controller.obj.PUT as an example of a fairly complex method.  So I think this is better, but mostly just cause it started out so unruly. This may be able to improve (significantly?!) further, but I'll probably need to step away from it for a bit to come back and see if I've done anything really ugly - or you could just point it out to me (or just push over the change).  Also, close backend connections to object servers when we're done with them - always.  Fixes lp bug #667956  Change-Id: I90178372de11ed3da60b51c4a7db16b007b883b9",objective,,,,,,
openstack%2Fpython-neutronclient~master~Ibaff8703104c7e1017a2c9b87f72c51af2024305,https://review.opendev.org/47292,refactor showcommand and RetrivePoolStats command,"Allow query pool stat by pool name  This command needs to query two resources: pool and stats, and the query function and returned data are named differently. So I refactor the base showcommand to support it.  Bug #1227422  Change-Id: Ibaff8703104c7e1017a2c9b87f72c51af2024305",quality,,,,,,
openstack%2Fpython-neutronclient~master~Ibaff8703104c7e1017a2c9b87f72c51af2024305,https://review.opendev.org/47292,refactor showcommand and RetrivePoolStats command,"Allow query pool stat by pool name  This command needs to query two resources: pool and stats, and the query function and returned data are named differently. So I refactor the base showcommand to support it.  Bug #1227422  Change-Id: Ibaff8703104c7e1017a2c9b87f72c51af2024305",objective,,,,,,
openstack%2Fceilometer~stable%2Fhavana~I17889b2199484166b22055578553fe30e4135d4d,https://review.opendev.org/74795,Refactor timestamp existence validation in V2 API,"Refactor timestamp existence validation in V2 API  There was a bug in AlarmThresholdRule in v2.py, the timestamp_keys were defined with a missing comma: ['timestamp', 'start', 'start_timestamp' 'end', 'end_timestamp'].  The validation, if the timestamp field is used or not, was unclear in the current implementation. A new parameter, 'timestamp_is_valid', was added to the validation functions to show, if the timestamp is allowed to use or not in the validated query.  Fixes bug 1280975  Change-Id: I17889b2199484166b22055578553fe30e4135d4d",quality,,,,,,
openstack%2Fceilometer~stable%2Fhavana~I17889b2199484166b22055578553fe30e4135d4d,https://review.opendev.org/74795,Refactor timestamp existence validation in V2 API,"Refactor timestamp existence validation in V2 API  There was a bug in AlarmThresholdRule in v2.py, the timestamp_keys were defined with a missing comma: ['timestamp', 'start', 'start_timestamp' 'end', 'end_timestamp'].  The validation, if the timestamp field is used or not, was unclear in the current implementation. A new parameter, 'timestamp_is_valid', was added to the validation functions to show, if the timestamp is allowed to use or not in the validated query.  Fixes bug 1280975  Change-Id: I17889b2199484166b22055578553fe30e4135d4d",objective,,,,,,
openstack%2Fceilometer~stable%2Fhavana~I17889b2199484166b22055578553fe30e4135d4d,https://review.opendev.org/74795,Refactor timestamp existence validation in V2 API,"Refactor timestamp existence validation in V2 API  There was a bug in AlarmThresholdRule in v2.py, the timestamp_keys were defined with a missing comma: ['timestamp', 'start', 'start_timestamp' 'end', 'end_timestamp'].  The validation, if the timestamp field is used or not, was unclear in the current implementation. A new parameter, 'timestamp_is_valid', was added to the validation functions to show, if the timestamp is allowed to use or not in the validated query.  Fixes bug 1280975  Change-Id: I17889b2199484166b22055578553fe30e4135d4d",objective,,,,,,
openstack%2Fnova~master~I0f186c2f81edbd546c0a24d66e4b9c1626373b12,https://review.opendev.org/46057,xenapi: refactor: move RawTGZImage to common,"xenapi: refactor: move RawTGZImage to common  During the review of https://review.openstack.org/40909 it was requested, that the RawTGZImage class should be moved to a common territory, so that others can re-use it later.  Fixes bug 1220596  Change-Id: I0f186c2f81edbd546c0a24d66e4b9c1626373b12",quality,,,,,,
openstack%2Fnova~master~I0f186c2f81edbd546c0a24d66e4b9c1626373b12,https://review.opendev.org/46057,xenapi: refactor: move RawTGZImage to common,"xenapi: refactor: move RawTGZImage to common  During the review of https://review.openstack.org/40909 it was requested, that the RawTGZImage class should be moved to a common territory, so that others can re-use it later.  Fixes bug 1220596  Change-Id: I0f186c2f81edbd546c0a24d66e4b9c1626373b12",objective,,,,,,
openstack%2Fnova~master~I0f186c2f81edbd546c0a24d66e4b9c1626373b12,https://review.opendev.org/46057,xenapi: refactor: move RawTGZImage to common,"xenapi: refactor: move RawTGZImage to common  During the review of https://review.openstack.org/40909 it was requested, that the RawTGZImage class should be moved to a common territory, so that others can re-use it later.  Fixes bug 1220596  Change-Id: I0f186c2f81edbd546c0a24d66e4b9c1626373b12",objective,,,,,,
openstack%2Fnova~master~Ifde5b7600562a9f4d37d0787ed49611ee18efa99,https://review.opendev.org/33935,Refactored compute/servers.py:update() to properly use API,Refactored compute/servers.py:update() to properly use API  Changed some integration tests to match API response  Related to blueprint unified-object-model Fixes: bug #1192012  Change-Id: Ifde5b7600562a9f4d37d0787ed49611ee18efa99,integration,,,,,,
openstack%2Fnova~master~Ifde5b7600562a9f4d37d0787ed49611ee18efa99,https://review.opendev.org/33935,Refactored compute/servers.py:update() to properly use API,Refactored compute/servers.py:update() to properly use API  Changed some integration tests to match API response  Related to blueprint unified-object-model Fixes: bug #1192012  Change-Id: Ifde5b7600562a9f4d37d0787ed49611ee18efa99,objective,,,,,,
openstack%2Fnova~master~Ifde5b7600562a9f4d37d0787ed49611ee18efa99,https://review.opendev.org/33935,Refactored compute/servers.py:update() to properly use API,Refactored compute/servers.py:update() to properly use API  Changed some integration tests to match API response  Related to blueprint unified-object-model Fixes: bug #1192012  Change-Id: Ifde5b7600562a9f4d37d0787ed49611ee18efa99,testing,,,,,,
openstack%2Fnova~master~Ifde5b7600562a9f4d37d0787ed49611ee18efa99,https://review.opendev.org/33935,Refactored compute/servers.py:update() to properly use API,Refactored compute/servers.py:update() to properly use API  Changed some integration tests to match API response  Related to blueprint unified-object-model Fixes: bug #1192012  Change-Id: Ifde5b7600562a9f4d37d0787ed49611ee18efa99,quality,,,,,,
openstack%2Fnova~master~Ied7a67825bd02953544fb50fc5a24d64a92901d9,https://review.opendev.org/38288,xenapi: refactor spawn to prep for more code share,"xenapi: refactor spawn so more code can be shared  To fix a bug related to inconsistent behavior between spawn and finish_migration, I have refactored the spawn code so it will be easier to share with finish_migration.  At the same time there were some inconsistencies in the ordering of the step definitions and running. This has also be resolved as part of this change, including altering some of the grouping of the steps to show more granular progress as the instance is built.  Change-Id: Ied7a67825bd02953544fb50fc5a24d64a92901d9",objective,,,,,,
openstack%2Fnova~master~Ied7a67825bd02953544fb50fc5a24d64a92901d9,https://review.opendev.org/38288,xenapi: refactor spawn to prep for more code share,"xenapi: refactor spawn so more code can be shared  To fix a bug related to inconsistent behavior between spawn and finish_migration, I have refactored the spawn code so it will be easier to share with finish_migration.  At the same time there were some inconsistencies in the ordering of the step definitions and running. This has also be resolved as part of this change, including altering some of the grouping of the steps to show more granular progress as the instance is built.  Change-Id: Ied7a67825bd02953544fb50fc5a24d64a92901d9",quality,,,,,,
openstack%2Fnova~master~Ied7a67825bd02953544fb50fc5a24d64a92901d9,https://review.opendev.org/38288,xenapi: refactor spawn to prep for more code share,"xenapi: refactor spawn so more code can be shared  To fix a bug related to inconsistent behavior between spawn and finish_migration, I have refactored the spawn code so it will be easier to share with finish_migration.  At the same time there were some inconsistencies in the ordering of the step definitions and running. This has also be resolved as part of this change, including altering some of the grouping of the steps to show more granular progress as the instance is built.  Change-Id: Ied7a67825bd02953544fb50fc5a24d64a92901d9",objective,,,,,,
openstack%2Fpython-neutronclient~master~I7f1d746bbe640f225cf480b0a41fa9a59e382984,https://review.opendev.org/25025,Refactored parsing and detection of help arguments.,"Refactored parsing and detection of help arguments.  Simplified the code that detects help arguments (-h, --help, help) and displays a help message for the client or for a specified command.  Made help arguments position insensitive.  Fixes: bug #1116866 Fixes: bug #1158209  Change-Id: I7f1d746bbe640f225cf480b0a41fa9a59e382984",objective,,,,,,
openstack%2Fpython-neutronclient~master~I7f1d746bbe640f225cf480b0a41fa9a59e382984,https://review.opendev.org/25025,Refactored parsing and detection of help arguments.,"Refactored parsing and detection of help arguments.  Simplified the code that detects help arguments (-h, --help, help) and displays a help message for the client or for a specified command.  Made help arguments position insensitive.  Fixes: bug #1116866 Fixes: bug #1158209  Change-Id: I7f1d746bbe640f225cf480b0a41fa9a59e382984",objective,,,,,,
openstack%2Fkeystone~stable%2Fgrizzly~I890415c755dd383749f2d4382f53d0b3a6badc6c,https://review.opendev.org/29878,A minor refactor in wsgi.py,A minor refactor in wsgi.py  A minor refactor to move the code up in the file as suggested by termie and henry regarding the review comments in https://review.openstack.org/#/c/26487/  Fix bug 1166697  Change-Id: I890415c755dd383749f2d4382f53d0b3a6badc6c (cherry picked from commit 13f8dc829f6a2cadfc8dbcf88c1d632558531e6c),refactoring,,,,,,
openstack%2Fkeystone~stable%2Fgrizzly~I890415c755dd383749f2d4382f53d0b3a6badc6c,https://review.opendev.org/29878,A minor refactor in wsgi.py,A minor refactor in wsgi.py  A minor refactor to move the code up in the file as suggested by termie and henry regarding the review comments in https://review.openstack.org/#/c/26487/  Fix bug 1166697  Change-Id: I890415c755dd383749f2d4382f53d0b3a6badc6c (cherry picked from commit 13f8dc829f6a2cadfc8dbcf88c1d632558531e6c),objective,,,,,,
openstack%2Fhorizon~master~I872a9f8ed8e2a85cd6749015b5da585562481b8f,https://review.opendev.org/27799,Refactor the LBaaS templates code,"Refactor the LBaaS templates code  Replace the LBaaS templates 'addvip.html', 'addpool.html', 'addmember.html' and 'addmonitor.html' with the one.  fixes bug 1173027  Change-Id: I872a9f8ed8e2a85cd6749015b5da585562481b8f",refactoring,,,,,,
openstack%2Fhorizon~master~I872a9f8ed8e2a85cd6749015b5da585562481b8f,https://review.opendev.org/27799,Refactor the LBaaS templates code,"Refactor the LBaaS templates code  Replace the LBaaS templates 'addvip.html', 'addpool.html', 'addmember.html' and 'addmonitor.html' with the one.  fixes bug 1173027  Change-Id: I872a9f8ed8e2a85cd6749015b5da585562481b8f",objective,,,,,,
openstack%2Ftrove~master~If831b4f5d99e6d2aa07c1d13b7428807afc9a16c,https://review.opendev.org/24962,Refactored tests for failing quota int-tests,Refactored tests for failing quota int-tests  Change-Id: If831b4f5d99e6d2aa07c1d13b7428807afc9a16c Fixes: bug #1155317,testing,,,,,,
openstack%2Ftrove~master~If831b4f5d99e6d2aa07c1d13b7428807afc9a16c,https://review.opendev.org/24962,Refactored tests for failing quota int-tests,Refactored tests for failing quota int-tests  Change-Id: If831b4f5d99e6d2aa07c1d13b7428807afc9a16c Fixes: bug #1155317,objective,,,,,,
openstack-attic%2Fidentity-api~master~I6c738d85b3bd8789ee3597a413835fa9a11f0a6b,https://review.opendev.org/15925,Refactoring API 2.0 content to create a single long dev guide.,"Refactoring API 2.0 content to create a single long dev guide.  However, it doesn't build just yet. Will keep working on it.  The idea is to keep all the extension ""dev guides"" while also building a long all-in-one PDF/HTML dev guide containing all calls.  fix bug 961370 bug 1015119 bug 1039758  Change-Id: I6c738d85b3bd8789ee3597a413835fa9a11f0a6b",objective,,,,,,
openstack-attic%2Fidentity-api~master~I6c738d85b3bd8789ee3597a413835fa9a11f0a6b,https://review.opendev.org/15925,Refactoring API 2.0 content to create a single long dev guide.,"Refactoring API 2.0 content to create a single long dev guide.  However, it doesn't build just yet. Will keep working on it.  The idea is to keep all the extension ""dev guides"" while also building a long all-in-one PDF/HTML dev guide containing all calls.  fix bug 961370 bug 1015119 bug 1039758  Change-Id: I6c738d85b3bd8789ee3597a413835fa9a11f0a6b",objective,,,,,,
openstack%2Fnova~master~Ie3e88e5f9f40770c10e5559f1346c272873f1e8e,https://review.opendev.org/13046,LXC: Refactor attach and detach of volumes,"LXC: Refactor attach and detach of volumes  In essex lxc attach and detach was doing the wrong thing, it was doing a bind mount of a block device from the host to the lxc container. This was ineffective and broken at best.  In this refactor, given the PID of the libvirt lxc container we can find the child process of the lxc container, via the ps command to find the init process of the lxc container.  Once we have found the init process.  To find the cgroups path for a given instance the container we traverse the cgroups filesystem to find where the devices.allow for the lxc instance and allow the device to be used by the container by giving the block device major and minor device information.  Once we have the init process we create a device via mknod in the /proc/<init process of container>/dev/ directory on the host, After the devices has been attached to the container it looks and acts like a real block device in the container.  To remove the device from the container we blacklist the device and remove the device from the container.  Note: In order for the block device to be used by the container we have to use the ""real"" block information on the host. Not what devmapper tells us.  This fixes bug LP: #1009701  Change-Id: Ie3e88e5f9f40770c10e5559f1346c272873f1e8e Signed-off-by: Chuck Short <chuck.short@canonical.com>",quality,,,,,,
